FIPS,crime,arrest_count_white,arrest_count_black,arrest_count_asian,arrest_count_hispanic
20131,weapon,2.0,0.0,0.0,0.0
20133,drug,27.0,0.0,0.0,0.0
20133,property,8.0,0.0,0.0,0.0
20133,violent,5.0,1.0,0.0,0.0
20133,weapon,1.0,0.0,0.0,0.0
20135,drug,6.0,0.0,0.0,0.0
20135,violent,3.0,0.0,0.0,0.0
20137,drug,3.0,0.0,0.0,0.0
20137,property,7.0,0.0,0.0,0.0
20137,violent,3.0,0.0,0.0,0.0
20139,drug,45.0,3.0,6.0,0.0
20139,property,13.0,1.0,0.0,0.0
20139,violent,4.0,0.0,0.0,0.0
20141,drug,6.0,0.0,0.0,0.0
20141,property,3.0,0.0,0.0,0.0
20141,violent,4.0,0.0,0.0,0.0
20143,drug,18.0,0.0,0.0,0.0
20143,property,3.0,0.0,0.0,0.0
20145,drug,81.0,15.0,0.0,0.0
20145,property,23.0,6.0,0.0,0.0
20145,violent,7.0,1.0,0.0,0.0
20145,weapon,1.0,0.0,0.0,0.0
20147,drug,27.0,0.0,0.0,0.0
20147,property,13.0,0.0,0.0,0.0
20147,violent,4.0,0.0,0.0,0.0
20147,weapon,1.0,0.0,0.0,0.0
20149,drug,135.0,21.0,0.0,0.0
20149,property,28.0,2.0,0.0,0.0
20149,violent,18.0,0.0,0.0,0.0
20149,weapon,3.0,0.0,0.0,0.0
20151,drug,117.0,12.0,0.0,0.0
20151,property,15.0,0.0,0.0,0.0
20151,violent,8.0,2.0,0.0,0.0
20151,weapon,10.0,0.0,0.0,0.0
20153,property,4.0,2.0,0.0,0.0
20155,drug,582.0,105.0,0.0,0.0
20155,property,238.0,42.0,1.0,0.0
20155,violent,39.0,8.0,0.0,0.0
20155,weapon,4.0,1.0,0.0,0.0
20157,drug,12.0,0.0,0.0,0.0
20157,property,4.0,0.0,0.0,0.0
20157,violent,3.0,0.0,0.0,0.0
20159,drug,24.0,3.0,3.0,0.0
20159,property,5.0,0.0,0.0,0.0
20159,violent,3.0,1.0,0.0,0.0
20161,drug,690.0,261.0,6.0,0.0
20161,property,121.0,56.0,1.0,0.0
20161,violent,35.0,22.0,0.0,0.0
20161,weapon,2.0,2.0,0.0,0.0
20163,drug,36.0,0.0,0.0,0.0
20163,property,3.0,1.0,0.0,0.0
20163,violent,4.0,0.0,0.0,0.0
20163,weapon,1.0,0.0,0.0,0.0
20165,drug,15.0,0.0,0.0,0.0
20165,property,17.0,0.0,0.0,0.0
20165,violent,1.0,1.0,0.0,0.0
20167,drug,156.0,9.0,0.0,0.0
20167,property,13.0,1.0,0.0,0.0
20167,violent,6.0,1.0,0.0,0.0
20167,weapon,0.0,1.0,0.0,0.0
20169,drug,714.0,129.0,21.0,0.0
20169,property,255.0,52.0,4.0,0.0
20169,violent,36.0,14.0,0.0,0.0
20169,weapon,7.0,1.0,0.0,0.0
20171,drug,45.0,6.0,0.0,0.0
20171,property,8.0,0.0,0.0,0.0
20171,violent,6.0,2.0,0.0,0.0
20173,drug,3210.0,1233.0,78.0,0.0
20173,property,1423.0,576.0,23.0,0.0
20173,violent,383.0,264.0,8.0,0.0
20173,weapon,136.0,75.0,3.0,0.0
20175,drug,321.0,39.0,3.0,0.0
20175,property,113.0,9.0,2.0,0.0
20175,violent,38.0,9.0,0.0,0.0
20175,weapon,4.0,1.0,0.0,0.0
20177,drug,2097.0,513.0,45.0,0.0
20177,property,28.0,11.0,0.0,0.0
20177,violent,31.0,14.0,0.0,0.0
20177,weapon,23.0,11.0,1.0,0.0
20179,drug,3.0,0.0,0.0,0.0
20179,property,8.0,0.0,0.0,0.0
20181,drug,18.0,12.0,0.0,0.0
20181,property,23.0,0.0,1.0,0.0
20181,violent,7.0,0.0,0.0,0.0
20181,weapon,1.0,0.0,0.0,0.0
20183,violent,1.0,0.0,0.0,0.0
20185,drug,6.0,0.0,0.0,0.0
20185,property,5.0,0.0,0.0,0.0
20185,violent,3.0,0.0,0.0,0.0
20185,weapon,2.0,0.0,0.0,0.0
20189,drug,21.0,0.0,0.0,0.0
20189,property,2.0,0.0,0.0,0.0
20189,violent,1.0,0.0,0.0,0.0
20191,drug,165.0,6.0,3.0,0.0
20191,property,34.0,1.0,0.0,0.0
20191,violent,11.0,0.0,0.0,0.0
20191,weapon,4.0,0.0,0.0,0.0
20193,drug,240.0,24.0,0.0,0.0
20193,property,36.0,1.0,0.0,0.0
20193,violent,10.0,0.0,0.0,0.0
20193,weapon,3.0,1.0,0.0,0.0
20195,drug,45.0,45.0,0.0,0.0
20195,property,4.0,0.0,0.0,0.0
20195,violent,1.0,0.0,0.0,0.0
20197,property,8.0,0.0,0.0,0.0
20197,violent,5.0,0.0,0.0,0.0
20199,violent,1.0,0.0,0.0,0.0
20201,drug,15.0,0.0,0.0,0.0
20201,property,17.0,0.0,0.0,0.0
20201,violent,3.0,0.0,0.0,0.0
20201,weapon,1.0,0.0,0.0,0.0
20203,drug,3.0,0.0,0.0,0.0
20203,property,6.0,0.0,0.0,0.0
20203,violent,3.0,0.0,0.0,0.0
20205,drug,138.0,6.0,0.0,0.0
20205,property,34.0,0.0,0.0,0.0
20205,violent,5.0,0.0,0.0,0.0
20207,drug,27.0,0.0,0.0,0.0
20207,property,4.0,0.0,0.0,0.0
20207,violent,1.0,0.0,0.0,0.0
20207,weapon,1.0,0.0,0.0,0.0
20209,drug,225.0,75.0,0.0,0.0
20209,property,44.0,17.0,0.0,0.0
20209,violent,13.0,7.0,1.0,0.0
20209,weapon,7.0,6.0,0.0,0.0
21001,drug,214.0,12.0,0.0,0.0
21001,property,37.0,2.0,0.0,0.0
21001,violent,20.0,3.0,0.0,0.0
21001,weapon,1.0,1.0,0.0,0.0
21003,drug,39.0,0.0,0.0,0.0
21003,property,15.0,2.0,0.0,0.0
21003,violent,3.0,0.0,0.0,0.0
21003,weapon,1.0,0.0,0.0,0.0
21005,drug,120.0,6.0,0.0,0.0
21005,property,41.0,3.0,0.0,0.0
21005,violent,4.0,1.0,0.0,0.0
21005,weapon,1.0,0.0,0.0,0.0
21007,drug,45.0,0.0,0.0,0.0
21007,property,22.0,2.0,0.0,0.0
21007,violent,1.0,0.0,0.0,0.0
21009,drug,577.0,36.0,0.0,0.0
21009,property,212.0,22.0,0.0,0.0
21009,violent,11.0,0.0,0.0,0.0
21009,weapon,1.0,1.0,0.0,0.0
21011,drug,48.0,0.0,0.0,0.0
21011,violent,1.0,0.0,0.0,0.0
21013,drug,821.0,27.0,0.0,0.0
21013,property,343.0,9.0,0.0,0.0
21013,violent,25.0,2.0,0.0,0.0
21013,weapon,2.0,0.0,0.0,0.0
21015,drug,771.0,75.0,6.0,0.0
21015,property,750.0,69.0,5.0,0.0
21015,violent,34.0,12.0,1.0,0.0
21015,weapon,18.0,2.0,0.0,0.0
21017,drug,90.0,69.0,0.0,0.0
21017,property,44.0,3.0,0.0,0.0
21017,violent,9.0,2.0,0.0,0.0
21017,weapon,0.0,1.0,0.0,0.0
21019,drug,871.0,111.0,3.0,0.0
21019,property,474.0,16.0,0.0,0.0
21019,violent,38.0,6.0,0.0,0.0
21019,weapon,6.0,0.0,0.0,0.0
21021,drug,324.0,84.0,0.0,0.0
21021,property,98.0,14.0,0.0,0.0
21021,violent,13.0,3.0,0.0,0.0
21021,weapon,1.0,0.0,0.0,0.0
21023,drug,6.0,0.0,0.0,0.0
21023,property,5.0,0.0,0.0,0.0
21025,drug,15.0,0.0,0.0,0.0
21025,property,1.0,0.0,0.0,0.0
21025,violent,1.0,0.0,0.0,0.0
21027,drug,15.0,0.0,0.0,0.0
21027,property,7.0,0.0,0.0,0.0
21027,violent,4.0,0.0,0.0,0.0
21029,drug,399.0,15.0,0.0,0.0
21029,property,65.0,3.0,0.0,0.0
21029,violent,19.0,0.0,1.0,0.0
21029,weapon,6.0,0.0,0.0,0.0
21031,drug,60.0,6.0,0.0,0.0
21031,property,17.0,0.0,0.0,0.0
21031,violent,1.0,0.0,0.0,0.0
21033,drug,69.0,6.0,0.0,0.0
21033,property,32.0,2.0,0.0,0.0
21033,violent,5.0,3.0,0.0,0.0
21033,weapon,2.0,1.0,0.0,0.0
21035,drug,144.0,30.0,0.0,0.0
21035,property,81.0,17.0,1.0,0.0
21035,violent,10.0,1.0,0.0,0.0
21035,weapon,4.0,1.0,0.0,0.0
21037,drug,1707.0,183.0,3.0,0.0
21037,property,465.0,83.0,2.0,0.0
21037,violent,50.0,8.0,0.0,0.0
21037,weapon,7.0,2.0,0.0,0.0
21039,drug,6.0,0.0,0.0,0.0
21039,property,2.0,0.0,0.0,0.0
21041,drug,249.0,13.0,0.0,0.0
21041,property,40.0,1.0,0.0,0.0
21041,violent,5.0,2.0,0.0,0.0
21041,weapon,1.0,0.0,0.0,0.0
21043,drug,33.0,0.0,0.0,0.0
21043,property,24.0,0.0,0.0,0.0
21043,violent,4.0,0.0,0.0,0.0
21045,drug,39.0,3.0,0.0,0.0
21045,property,5.0,0.0,0.0,0.0
21045,violent,1.0,0.0,0.0,0.0
21045,weapon,1.0,0.0,0.0,0.0
21047,drug,864.0,719.0,3.0,0.0
21047,property,237.0,154.0,0.0,0.0
21047,violent,34.0,55.0,0.0,0.0
21047,weapon,10.0,12.0,0.0,0.0
21049,drug,264.0,57.0,0.0,0.0
21049,property,200.0,9.0,0.0,0.0
21049,violent,21.0,5.0,0.0,0.0
21049,weapon,9.0,1.0,0.0,0.0
21051,drug,174.0,0.0,0.0,0.0
21051,property,10.0,0.0,0.0,0.0
21051,violent,4.0,0.0,0.0,0.0
21051,weapon,4.0,0.0,0.0,0.0
21053,drug,33.0,0.0,0.0,0.0
21053,property,1.0,0.0,0.0,0.0
21053,violent,1.0,0.0,0.0,0.0
21055,drug,15.0,3.0,0.0,0.0
21055,property,12.0,0.0,0.0,0.0
21055,violent,2.0,0.0,0.0,0.0
21057,drug,3.0,0.0,0.0,0.0
21057,property,2.0,2.0,0.0,0.0
21059,drug,1419.0,333.0,3.0,0.0
21059,property,592.0,123.0,0.0,0.0
21059,violent,41.0,45.0,0.0,0.0
21059,weapon,7.0,2.0,0.0,0.0
21061,drug,33.0,0.0,0.0,0.0
21061,property,11.0,0.0,0.0,0.0
21061,violent,9.0,0.0,0.0,0.0
21063,property,2.0,0.0,0.0,0.0
21065,drug,3.0,0.0,0.0,0.0
21065,property,4.0,0.0,0.0,0.0
21065,violent,3.0,0.0,0.0,0.0
21067,drug,2861.0,1761.0,15.0,0.0
21067,property,1993.0,776.0,7.0,0.0
21067,violent,161.0,178.0,0.0,0.0
21067,weapon,24.0,41.0,0.0,0.0
21069,drug,54.0,0.0,0.0,0.0
21069,property,20.0,0.0,0.0,0.0
21069,violent,3.0,0.0,0.0,0.0
21069,weapon,1.0,0.0,0.0,0.0
21071,drug,78.0,0.0,0.0,0.0
21071,property,15.0,0.0,0.0,0.0
21071,violent,5.0,0.0,0.0,0.0
21071,weapon,2.0,0.0,0.0,0.0
21073,drug,1019.0,363.0,0.0,0.0
21073,property,228.0,48.0,0.0,0.0
21073,violent,50.0,8.0,0.0,0.0
21073,weapon,11.0,10.0,0.0,0.0
21075,drug,42.0,12.0,0.0,0.0
21075,property,11.0,9.0,0.0,0.0
21075,violent,1.0,3.0,0.0,0.0
21077,drug,30.0,9.0,0.0,0.0
21077,property,4.0,0.0,0.0,0.0
21077,violent,1.0,0.0,0.0,0.0
21079,drug,66.0,3.0,0.0,0.0
21079,property,26.0,1.0,0.0,0.0
21079,violent,4.0,2.0,0.0,0.0
21079,weapon,1.0,0.0,0.0,0.0
21081,drug,804.0,27.0,0.0,0.0
21081,property,119.0,1.0,0.0,0.0
21081,violent,22.0,2.0,0.0,0.0
21081,weapon,3.0,1.0,0.0,0.0
21083,drug,976.0,257.0,3.0,0.0
21083,property,144.0,26.0,0.0,0.0
21083,violent,38.0,14.0,0.0,0.0
21083,weapon,16.0,3.0,0.0,0.0
21085,drug,102.0,3.0,0.0,0.0
21085,property,77.0,3.0,0.0,0.0
21085,violent,9.0,0.0,0.0,0.0
21085,weapon,1.0,0.0,0.0,0.0
21087,drug,24.0,0.0,0.0,0.0
21087,property,4.0,0.0,0.0,0.0
21089,drug,48.0,9.0,0.0,0.0
21089,property,21.0,0.0,0.0,0.0
21089,violent,3.0,0.0,0.0,0.0
21089,weapon,1.0,0.0,0.0,0.0
21091,drug,6.0,0.0,0.0,0.0
21091,property,1.0,0.0,0.0,0.0
21093,drug,1631.0,364.0,6.0,0.0
21093,property,517.0,149.0,0.0,0.0
21093,violent,51.0,30.0,0.0,0.0
21093,weapon,19.0,3.0,1.0,0.0
21095,drug,552.0,63.0,0.0,0.0
21095,property,149.0,4.0,0.0,0.0
21095,violent,26.0,2.0,0.0,0.0
21095,weapon,4.0,0.0,0.0,0.0
21097,drug,60.0,9.0,0.0,0.0
21097,property,54.0,3.0,0.0,0.0
21097,violent,4.0,2.0,0.0,0.0
21099,drug,21.0,0.0,0.0,0.0
21099,property,5.0,0.0,0.0,0.0
21099,weapon,2.0,1.0,0.0,0.0
21101,drug,724.0,237.0,0.0,0.0
21101,property,357.0,81.0,1.0,0.0
21101,violent,40.0,16.0,0.0,0.0
21101,weapon,9.0,3.0,0.0,0.0
21103,drug,955.0,31.0,0.0,0.0
21103,property,64.0,4.0,0.0,0.0
21103,violent,15.0,1.0,0.0,0.0
21103,weapon,4.0,1.0,0.0,0.0
21105,drug,30.0,3.0,0.0,0.0
21105,property,5.0,1.0,0.0,0.0
21105,violent,2.0,1.0,0.0,0.0
21105,weapon,1.0,0.0,0.0,0.0
21107,drug,1097.0,250.0,0.0,0.0
21107,property,253.0,42.0,0.0,0.0
21107,violent,33.0,4.0,0.0,0.0
21107,weapon,9.0,3.0,0.0,0.0
21109,drug,18.0,0.0,0.0,0.0
21109,property,4.0,0.0,0.0,0.0
21109,violent,1.0,0.0,0.0,0.0
21109,weapon,1.0,0.0,0.0,0.0
21111,drug,13610.0,9864.0,69.0,0.0
21111,property,4574.0,2792.0,24.0,0.0
21111,violent,711.0,1057.0,6.0,0.0
21111,weapon,159.0,421.0,1.0,0.0
21113,drug,291.0,39.0,0.0,0.0
21113,property,194.0,10.0,1.0,0.0
21113,violent,9.0,3.0,0.0,0.0
21113,weapon,6.0,0.0,0.0,0.0
21115,drug,159.0,0.0,0.0,0.0
21115,property,7.0,0.0,0.0,0.0
21115,violent,4.0,0.0,0.0,0.0
21115,weapon,1.0,0.0,0.0,0.0
21117,drug,2166.0,648.0,0.0,0.0
21117,property,493.0,73.0,4.0,0.0
21117,violent,57.0,30.0,0.0,0.0
21117,weapon,14.0,11.0,0.0,0.0
21119,drug,48.0,0.0,0.0,0.0
21121,drug,60.0,0.0,0.0,0.0
21121,property,20.0,0.0,0.0,0.0
21121,violent,5.0,0.0,0.0,0.0
21123,drug,3.0,0.0,0.0,0.0
21123,property,3.0,0.0,0.0,0.0
21123,violent,3.0,0.0,0.0,0.0
21125,drug,1039.0,27.0,0.0,0.0
21125,property,229.0,3.0,0.0,0.0
21125,violent,48.0,1.0,0.0,0.0
21125,weapon,5.0,2.0,0.0,0.0
21127,drug,72.0,0.0,0.0,0.0
21127,property,19.0,0.0,0.0,0.0
21127,violent,4.0,0.0,0.0,0.0
21129,drug,3.0,0.0,0.0,0.0
21129,property,1.0,0.0,0.0,0.0
21129,weapon,1.0,0.0,0.0,0.0
21131,drug,4.0,0.0,0.0,0.0
21131,property,1.0,0.0,0.0,0.0
21131,violent,1.0,0.0,0.0,0.0
21133,drug,18.0,0.0,0.0,0.0
21133,property,11.0,0.0,0.0,0.0
21135,drug,36.0,0.0,0.0,0.0
21135,property,5.0,0.0,0.0,0.0
21135,violent,3.0,0.0,0.0,0.0
21135,weapon,1.0,0.0,0.0,0.0
21137,drug,51.0,6.0,0.0,0.0
21137,property,10.0,1.0,0.0,0.0
21137,violent,1.0,0.0,0.0,0.0
21137,weapon,2.0,0.0,0.0,0.0
21139,drug,27.0,3.0,0.0,0.0
21139,property,12.0,0.0,0.0,0.0
21139,violent,5.0,0.0,0.0,0.0
21139,weapon,2.0,0.0,0.0,0.0
21141,drug,204.0,54.0,0.0,0.0
21141,property,44.0,11.0,0.0,0.0
21141,violent,11.0,2.0,0.0,0.0
21141,weapon,2.0,1.0,0.0,0.0
21143,drug,27.0,3.0,0.0,0.0
21143,property,5.0,1.0,0.0,0.0
21143,weapon,1.0,0.0,0.0,0.0
21145,drug,654.0,267.0,3.0,0.0
21145,property,312.0,119.0,0.0,0.0
21145,violent,28.0,9.0,0.0,0.0
21145,weapon,7.0,4.0,0.0,0.0
21147,drug,18.0,0.0,0.0,0.0
21147,property,3.0,0.0,0.0,0.0
21149,drug,93.0,9.0,0.0,0.0
21149,property,21.0,0.0,0.0,0.0
21149,violent,3.0,0.0,0.0,0.0
21151,drug,1341.0,245.0,0.0,0.0
21151,property,632.0,57.0,1.0,0.0
21151,violent,93.0,20.0,0.0,0.0
21151,weapon,7.0,3.0,0.0,0.0
21153,drug,12.0,0.0,0.0,0.0
21153,property,4.0,0.0,0.0,0.0
21153,violent,2.0,0.0,0.0,0.0
21155,drug,54.0,24.0,0.0,0.0
21155,property,19.0,1.0,0.0,0.0
21155,violent,1.0,1.0,0.0,0.0
21155,weapon,1.0,0.0,0.0,0.0
21157,drug,442.0,9.0,0.0,0.0
21157,property,74.0,1.0,0.0,0.0
21157,violent,8.0,0.0,0.0,0.0
21157,weapon,1.0,0.0,0.0,0.0
21159,drug,15.0,0.0,0.0,0.0
21159,property,3.0,0.0,0.0,0.0
21159,violent,3.0,0.0,0.0,0.0
21161,drug,156.0,21.0,0.0,0.0
21161,property,79.0,3.0,0.0,0.0
21161,violent,8.0,1.0,0.0,0.0
21161,weapon,2.0,2.0,0.0,0.0
21163,drug,237.0,9.0,0.0,0.0
21163,property,31.0,2.0,0.0,0.0
21163,violent,10.0,0.0,0.0,0.0
21163,weapon,2.0,0.0,0.0,0.0
21165,drug,3.0,0.0,0.0,0.0
21165,property,5.0,0.0,0.0,0.0
21167,drug,174.0,24.0,0.0,0.0
21167,property,50.0,4.0,0.0,0.0
21167,violent,2.0,2.0,0.0,0.0
21167,weapon,4.0,0.0,0.0,0.0
21169,drug,39.0,0.0,0.0,0.0
21169,property,5.0,0.0,0.0,0.0
21169,violent,1.0,0.0,0.0,0.0
21169,weapon,1.0,0.0,0.0,0.0
21173,drug,197.0,15.0,0.0,0.0
21173,property,204.0,1.0,0.0,0.0
21173,violent,5.0,1.0,0.0,0.0
21173,weapon,5.0,0.0,0.0,0.0
21175,drug,6.0,0.0,0.0,0.0
21177,drug,213.0,21.0,0.0,0.0
21177,property,49.0,3.0,0.0,0.0
21177,violent,13.0,0.0,0.0,0.0
21177,weapon,3.0,0.0,0.0,0.0
21179,drug,159.0,18.0,3.0,0.0
21179,property,96.0,16.0,0.0,0.0
21179,violent,9.0,5.0,0.0,0.0
21181,drug,9.0,9.0,0.0,0.0
21181,property,8.0,0.0,0.0,0.0
21183,drug,130.0,6.0,0.0,0.0
21183,property,36.0,0.0,0.0,0.0
21183,violent,8.0,0.0,0.0,0.0
21183,weapon,1.0,0.0,0.0,0.0
21185,drug,66.0,3.0,0.0,0.0
21185,property,22.0,1.0,0.0,0.0
21185,violent,8.0,0.0,0.0,0.0
21185,weapon,1.0,0.0,0.0,0.0
21187,drug,9.0,0.0,0.0,0.0
21187,property,6.0,0.0,0.0,0.0
21189,drug,12.0,0.0,0.0,0.0
21191,drug,24.0,0.0,0.0,0.0
21191,property,16.0,0.0,0.0,0.0
21193,drug,256.0,6.0,0.0,0.0
21193,property,333.0,4.0,0.0,0.0
21193,violent,42.0,0.0,0.0,0.0
21193,weapon,3.0,0.0,0.0,0.0
21195,drug,754.0,15.0,0.0,0.0
21195,property,497.0,5.0,0.0,0.0
21195,violent,42.0,0.0,0.0,0.0
21195,weapon,6.0,0.0,0.0,0.0
21197,drug,123.0,0.0,0.0,0.0
21197,property,21.0,0.0,0.0,0.0
21197,violent,2.0,0.0,0.0,0.0
21197,weapon,2.0,0.0,0.0,0.0
21199,drug,366.0,13.0,0.0,0.0
21199,property,376.0,10.0,2.0,0.0
21199,violent,26.0,2.0,0.0,0.0
21199,weapon,9.0,0.0,0.0,0.0
21203,drug,93.0,3.0,0.0,0.0
21203,property,19.0,0.0,0.0,0.0
21203,violent,7.0,0.0,0.0,0.0
21205,drug,329.0,33.0,9.0,0.0
21205,property,190.0,16.0,0.0,0.0
21205,violent,29.0,7.0,0.0,0.0
21205,weapon,8.0,0.0,0.0,0.0
21207,drug,75.0,3.0,0.0,0.0
21207,property,41.0,0.0,0.0,0.0
21207,violent,3.0,0.0,0.0,0.0
21209,drug,240.0,42.0,0.0,0.0
21209,property,185.0,21.0,0.0,0.0
21209,violent,28.0,4.0,0.0,0.0
21209,weapon,6.0,1.0,0.0,0.0
21211,drug,141.0,42.0,0.0,0.0
21211,property,84.0,35.0,0.0,0.0
21211,violent,10.0,13.0,0.0,0.0
21213,drug,141.0,18.0,0.0,0.0
21213,property,80.0,7.0,1.0,0.0
21213,violent,7.0,2.0,0.0,0.0
21215,drug,22.0,0.0,0.0,0.0
21215,property,4.0,0.0,0.0,0.0
21215,violent,4.0,0.0,0.0,0.0
21217,drug,86.0,25.0,0.0,0.0
21217,property,103.0,24.0,0.0,0.0
21217,violent,9.0,5.0,0.0,0.0
21217,weapon,3.0,1.0,0.0,0.0
21219,drug,60.0,9.0,0.0,0.0
21219,property,10.0,3.0,0.0,0.0
21219,violent,2.0,1.0,0.0,0.0
21219,weapon,0.0,2.0,0.0,0.0
21221,drug,84.0,12.0,0.0,0.0
21221,property,17.0,2.0,0.0,0.0
21221,violent,6.0,2.0,0.0,0.0
21221,weapon,1.0,0.0,0.0,0.0
21225,drug,204.0,51.0,0.0,0.0
21225,property,63.0,11.0,0.0,0.0
21225,violent,9.0,0.0,0.0,0.0
21227,drug,1243.0,385.0,0.0,0.0
21227,property,661.0,196.0,18.0,0.0
21227,violent,74.0,25.0,0.0,0.0
21227,weapon,1.0,5.0,0.0,0.0
21229,drug,9.0,0.0,0.0,0.0
21229,property,1.0,0.0,0.0,0.0
21229,violent,1.0,0.0,0.0,0.0
21229,weapon,0.0,1.0,0.0,0.0
21231,drug,18.0,0.0,0.0,0.0
21231,property,25.0,0.0,0.0,0.0
21231,violent,4.0,0.0,0.0,0.0
21231,weapon,1.0,0.0,0.0,0.0
21233,drug,9.0,12.0,0.0,0.0
21233,property,9.0,1.0,0.0,0.0
21233,violent,1.0,1.0,0.0,0.0
21235,drug,564.0,6.0,3.0,0.0
21235,property,52.0,4.0,0.0,0.0
21235,violent,13.0,1.0,0.0,0.0
21235,weapon,5.0,0.0,1.0,0.0
21237,drug,36.0,0.0,0.0,0.0
21237,property,2.0,0.0,0.0,0.0
21237,violent,1.0,0.0,0.0,0.0
21239,drug,360.0,87.0,0.0,0.0
21239,property,17.0,0.0,0.0,0.0
21239,violent,4.0,0.0,0.0,0.0
21239,weapon,3.0,0.0,0.0,0.0
21999,drug,84.0,3.0,0.0,0.0
21999,property,1.0,0.0,0.0,0.0
21999,weapon,1.0,0.0,0.0,0.0
22001,drug,153.0,132.0,0.0,0.0
22001,property,89.0,29.0,0.0,0.0
22001,violent,38.0,29.0,0.0,0.0
22001,weapon,3.0,5.0,0.0,0.0
22003,drug,147.0,54.0,0.0,0.0
22003,property,50.0,13.0,0.0,0.0
22003,violent,17.0,6.0,0.0,0.0
22003,weapon,1.0,1.0,0.0,0.0
22005,drug,220.0,266.0,0.0,0.0
22005,property,204.0,146.0,0.0,0.0
22005,violent,32.0,38.0,0.0,0.0
22005,weapon,10.0,9.0,0.0,0.0
22007,drug,126.0,108.0,0.0,0.0
22007,property,49.0,26.0,0.0,0.0
22007,violent,12.0,34.0,0.0,0.0
22007,weapon,6.0,14.0,0.0,0.0
22009,drug,390.0,294.0,0.0,0.0
22009,property,142.0,123.0,0.0,0.0
22009,violent,106.0,85.0,0.0,0.0
22009,weapon,4.0,5.0,0.0,0.0
22011,drug,318.0,90.0,0.0,0.0
22011,property,102.0,30.0,0.0,0.0
22011,violent,13.0,4.0,0.0,0.0
22011,weapon,9.0,2.0,0.0,0.0
22013,drug,147.0,120.0,0.0,0.0
22013,property,4.0,15.0,0.0,0.0
22013,violent,6.0,9.0,0.0,0.0
22013,weapon,2.0,0.0,0.0,0.0
22015,drug,1032.0,885.0,3.0,0.0
22015,property,676.0,720.0,7.0,0.0
22015,violent,40.0,77.0,2.0,0.0
22015,weapon,17.0,44.0,0.0,0.0
22017,drug,1437.0,3634.0,6.0,0.0
22017,property,644.0,1455.0,1.0,0.0
22017,violent,105.0,507.0,0.0,0.0
22017,weapon,47.0,231.0,0.0,0.0
22019,drug,2853.0,2703.0,15.0,0.0
22019,property,719.0,720.0,2.0,0.0
22019,violent,74.0,157.0,0.0,0.0
22019,weapon,25.0,39.0,0.0,0.0
22021,drug,231.0,87.0,0.0,0.0
22021,property,51.0,7.0,0.0,0.0
22021,violent,19.0,4.0,0.0,0.0
22021,weapon,3.0,1.0,0.0,0.0
22023,drug,18.0,0.0,0.0,0.0
22023,property,19.0,1.0,0.0,0.0
22023,violent,4.0,0.0,0.0,0.0
22023,weapon,1.0,0.0,0.0,0.0
22025,drug,21.0,27.0,0.0,0.0
22025,property,6.0,24.0,0.0,0.0
22025,violent,4.0,9.0,0.0,0.0
22025,weapon,0.0,1.0,0.0,0.0
22027,drug,21.0,51.0,0.0,0.0
22027,property,8.0,8.0,0.0,0.0
22027,violent,4.0,8.0,0.0,0.0
22027,weapon,1.0,1.0,0.0,0.0
22029,drug,420.0,300.0,3.0,0.0
22029,property,48.0,62.0,0.0,0.0
22029,violent,22.0,53.0,0.0,0.0
22029,weapon,24.0,16.0,0.0,0.0
22031,drug,240.0,198.0,3.0,0.0
22031,property,55.0,79.0,0.0,0.0
22031,violent,8.0,45.0,0.0,0.0
22031,weapon,8.0,8.0,0.0,0.0
22033,drug,1695.0,5328.0,135.0,0.0
22033,property,1452.0,3722.0,89.0,0.0
22033,violent,112.0,821.0,26.0,0.0
22033,weapon,39.0,298.0,5.0,0.0
22035,drug,6.0,15.0,0.0,0.0
22035,property,3.0,20.0,0.0,0.0
22035,violent,0.0,22.0,0.0,0.0
22035,weapon,0.0,3.0,0.0,0.0
22037,drug,84.0,27.0,0.0,0.0
22037,property,12.0,9.0,0.0,0.0
22037,violent,15.0,19.0,1.0,0.0
22039,drug,12.0,24.0,0.0,0.0
22039,property,39.0,30.0,0.0,0.0
22039,violent,13.0,11.0,0.0,0.0
22039,weapon,1.0,0.0,0.0,0.0
22041,drug,420.0,237.0,0.0,0.0
22041,property,76.0,97.0,0.0,0.0
22041,violent,10.0,32.0,0.0,0.0
22041,weapon,9.0,4.0,0.0,0.0
22043,drug,603.0,141.0,0.0,0.0
22043,property,77.0,16.0,0.0,0.0
22043,violent,15.0,7.0,0.0,0.0
22043,weapon,12.0,2.0,0.0,0.0
22045,drug,39.0,63.0,0.0,0.0
22045,property,118.0,147.0,2.0,0.0
22045,violent,12.0,22.0,1.0,0.0
22045,weapon,3.0,5.0,0.0,0.0
22047,drug,129.0,286.0,0.0,0.0
22047,property,95.0,115.0,0.0,0.0
22047,violent,33.0,107.0,0.0,0.0
22047,weapon,2.0,24.0,0.0,0.0
22049,drug,174.0,147.0,0.0,0.0
22049,property,22.0,21.0,0.0,0.0
22049,violent,5.0,12.0,0.0,0.0
22049,weapon,3.0,5.0,0.0,0.0
22051,drug,2793.0,4005.0,54.0,0.0
22051,property,1436.0,2023.0,17.0,0.0
22051,violent,729.0,1075.0,4.0,0.0
22051,weapon,55.0,152.0,0.0,0.0
22053,drug,27.0,21.0,0.0,0.0
22053,property,12.0,12.0,0.0,0.0
22053,violent,5.0,6.0,1.0,0.0
