FIPS,crime,arrest_count_white,arrest_count_black,arrest_count_asian,arrest_count_hispanic
31105,drug,144.0,0.0,0.0,0.0
31105,property,9.0,0.0,0.0,0.0
31105,violent,15.0,1.0,0.0,0.0
31105,weapon,3.0,0.0,0.0,0.0
31107,drug,15.0,0.0,0.0,0.0
31107,property,1.0,0.0,0.0,0.0
31107,violent,1.0,0.0,0.0,0.0
31109,drug,7685.0,1863.0,36.0,0.0
31109,property,1702.0,479.0,2.0,0.0
31109,violent,263.0,171.0,1.0,0.0
31109,weapon,190.0,69.0,4.0,0.0
31111,drug,1087.0,64.0,3.0,0.0
31111,property,247.0,11.0,0.0,0.0
31111,violent,79.0,3.0,0.0,0.0
31111,weapon,19.0,1.0,0.0,0.0
31113,drug,15.0,0.0,0.0,0.0
31115,drug,3.0,0.0,0.0,0.0
31117,drug,24.0,3.0,0.0,0.0
31117,weapon,1.0,0.0,0.0,0.0
31119,drug,525.0,54.0,0.0,0.0
31119,property,211.0,19.0,0.0,0.0
31119,violent,20.0,4.0,1.0,0.0
31119,weapon,8.0,1.0,0.0,0.0
31121,drug,24.0,0.0,0.0,0.0
31121,property,2.0,0.0,0.0,0.0
31121,violent,0.0,0.0,0.0,0.0
31121,weapon,1.0,0.0,0.0,0.0
31123,drug,48.0,0.0,0.0,0.0
31123,property,7.0,0.0,0.0,0.0
31123,violent,1.0,0.0,0.0,0.0
31123,weapon,2.0,0.0,0.0,0.0
31127,drug,93.0,6.0,0.0,0.0
31127,property,13.0,0.0,0.0,0.0
31127,violent,3.0,0.0,0.0,0.0
31127,weapon,4.0,0.0,0.0,0.0
31129,drug,6.0,0.0,0.0,0.0
31129,property,7.0,0.0,0.0,0.0
31129,weapon,2.0,0.0,0.0,0.0
31131,drug,165.0,0.0,3.0,0.0
31131,property,42.0,0.0,1.0,0.0
31131,violent,3.0,0.0,0.0,0.0
31131,weapon,2.0,0.0,0.0,0.0
31133,property,3.0,0.0,0.0,0.0
31135,drug,48.0,0.0,0.0,0.0
31135,property,2.0,0.0,0.0,0.0
31135,violent,1.0,0.0,0.0,0.0
31135,weapon,3.0,0.0,0.0,0.0
31137,drug,252.0,3.0,0.0,0.0
31137,property,28.0,0.0,0.0,0.0
31137,violent,2.0,0.0,0.0,0.0
31137,weapon,3.0,0.0,0.0,0.0
31139,drug,12.0,0.0,0.0,0.0
31139,property,1.0,0.0,0.0,0.0
31139,weapon,1.0,0.0,0.0,0.0
31141,drug,499.0,3.0,0.0,0.0
31141,property,146.0,1.0,0.0,0.0
31141,violent,19.0,0.0,0.0,0.0
31141,weapon,9.0,0.0,0.0,0.0
31143,drug,0.0,3.0,0.0,0.0
31143,property,8.0,0.0,0.0,0.0
31145,drug,273.0,3.0,0.0,0.0
31145,property,111.0,2.0,0.0,0.0
31145,violent,5.0,0.0,0.0,0.0
31145,weapon,5.0,0.0,0.0,0.0
31147,drug,48.0,0.0,0.0,0.0
31147,property,41.0,0.0,0.0,0.0
31151,drug,111.0,15.0,0.0,0.0
31151,property,69.0,6.0,0.0,0.0
31151,violent,14.0,1.0,0.0,0.0
31151,weapon,1.0,0.0,0.0,0.0
31153,drug,2139.0,402.0,9.0,0.0
31153,property,472.0,91.0,4.0,0.0
31153,violent,34.0,12.0,0.0,0.0
31153,weapon,18.0,2.0,2.0,0.0
31155,drug,231.0,0.0,0.0,0.0
31155,property,53.0,1.0,0.0,0.0
31155,violent,7.0,0.0,0.0,0.0
31155,weapon,6.0,0.0,0.0,0.0
31157,drug,876.0,15.0,0.0,0.0
31157,property,208.0,0.0,0.0,0.0
31157,violent,22.0,0.0,0.0,0.0
31157,weapon,14.0,0.0,0.0,0.0
31159,drug,267.0,48.0,12.0,0.0
31159,property,7.0,8.0,1.0,0.0
31159,violent,4.0,1.0,0.0,0.0
31159,weapon,6.0,5.0,0.0,0.0
31161,drug,90.0,0.0,0.0,0.0
31161,property,3.0,0.0,0.0,0.0
31163,drug,3.0,0.0,0.0,0.0
31163,property,3.0,0.0,0.0,0.0
31167,drug,54.0,6.0,0.0,0.0
31167,property,9.0,0.0,0.0,0.0
31167,violent,1.0,0.0,0.0,0.0
31169,property,4.0,0.0,0.0,0.0
31169,violent,2.0,0.0,0.0,0.0
31169,weapon,1.0,0.0,0.0,0.0
31171,drug,9.0,0.0,0.0,0.0
31173,drug,15.0,0.0,0.0,0.0
31173,violent,0.0,0.0,0.0,0.0
31175,drug,9.0,0.0,0.0,0.0
31175,property,6.0,2.0,0.0,0.0
31175,violent,1.0,0.0,0.0,0.0
31177,drug,142.0,3.0,0.0,0.0
31177,property,31.0,0.0,0.0,0.0
31177,violent,40.0,0.0,0.0,0.0
31177,weapon,3.0,0.0,0.0,0.0
31179,drug,15.0,0.0,0.0,0.0
31179,property,8.0,0.0,0.0,0.0
31179,violent,0.0,0.0,0.0,0.0
31181,drug,9.0,0.0,0.0,0.0
31181,property,2.0,0.0,0.0,0.0
31181,violent,2.0,0.0,0.0,0.0
31183,drug,3.0,0.0,0.0,0.0
31185,drug,375.0,12.0,3.0,0.0
31185,property,55.0,2.0,1.0,0.0
31185,violent,3.0,0.0,0.0,0.0
31185,weapon,4.0,0.0,0.0,0.0
32001,drug,375.0,18.0,6.0,0.0
32001,property,121.0,4.0,2.0,0.0
32001,violent,33.0,2.0,1.0,0.0
32001,weapon,11.0,0.0,0.0,0.0
32003,drug,17893.0,10596.0,888.0,0.0
32003,property,6258.0,3185.0,339.0,0.0
32003,violent,2904.0,2398.0,178.0,0.0
32003,weapon,763.0,376.0,26.0,0.0
32005,drug,852.0,42.0,9.0,0.0
32005,property,145.0,5.0,2.0,0.0
32005,violent,29.0,0.0,2.0,0.0
32005,weapon,12.0,0.0,0.0,0.0
32007,drug,405.0,15.0,6.0,0.0
32007,property,161.0,5.0,0.0,0.0
32007,violent,132.0,2.0,3.0,0.0
32007,weapon,24.0,0.0,0.0,0.0
32009,drug,99.0,0.0,0.0,0.0
32009,violent,1.0,0.0,0.0,0.0
32009,weapon,3.0,0.0,0.0,0.0
32011,drug,33.0,0.0,0.0,0.0
32011,property,9.0,0.0,0.0,0.0
32011,violent,4.0,0.0,0.0,0.0
32011,weapon,2.0,0.0,0.0,0.0
32013,drug,189.0,3.0,0.0,0.0
32013,property,33.0,3.0,0.0,0.0
32013,violent,29.0,0.0,0.0,0.0
32013,weapon,2.0,0.0,0.0,0.0
32015,drug,39.0,0.0,3.0,0.0
32015,property,19.0,0.0,0.0,0.0
32015,violent,10.0,0.0,1.0,0.0
32015,weapon,1.0,0.0,0.0,0.0
32017,drug,126.0,6.0,0.0,0.0
32017,property,2.0,0.0,0.0,0.0
32017,violent,1.0,0.0,0.0,0.0
32017,weapon,7.0,0.0,0.0,0.0
32019,drug,446.0,18.0,3.0,0.0
32019,property,211.0,9.0,1.0,0.0
32019,violent,76.0,2.0,0.0,0.0
32019,weapon,24.0,0.0,1.0,0.0
32023,drug,243.0,12.0,3.0,0.0
32023,property,6.0,0.0,0.0,0.0
32023,violent,24.0,1.0,0.0,0.0
32023,weapon,47.0,2.0,0.0,0.0
32027,drug,9.0,0.0,0.0,0.0
32027,property,7.0,0.0,0.0,0.0
32027,violent,9.0,1.0,1.0,0.0
32029,drug,9.0,0.0,0.0,0.0
32029,property,3.0,0.0,0.0,0.0
32031,drug,3045.0,449.0,77.0,0.0
32031,property,2313.0,261.0,77.0,0.0
32031,violent,1419.0,256.0,36.0,0.0
32031,weapon,140.0,16.0,2.0,0.0
32033,drug,69.0,0.0,0.0,0.0
32033,property,28.0,0.0,0.0,0.0
32033,violent,5.0,0.0,1.0,0.0
32033,weapon,1.0,0.0,0.0,0.0
32510,drug,624.0,27.0,6.0,0.0
32510,property,272.0,9.0,2.0,0.0
32510,violent,160.0,4.0,1.0,0.0
32510,weapon,28.0,0.0,0.0,0.0
33001,drug,822.0,6.0,9.0,0.0
33001,property,306.0,7.0,2.0,0.0
33001,violent,46.0,0.0,0.0,0.0
33001,weapon,5.0,0.0,0.0,0.0
33003,drug,1011.0,27.0,6.0,0.0
33003,property,157.0,3.0,2.0,0.0
33003,violent,34.0,2.0,0.0,0.0
33003,weapon,4.0,0.0,0.0,0.0
33005,drug,907.0,45.0,9.0,0.0
33005,property,299.0,9.0,2.0,0.0
33005,violent,38.0,0.0,0.0,0.0
33005,weapon,3.0,0.0,0.0,0.0
33007,drug,575.0,10.0,6.0,0.0
33007,property,105.0,2.0,1.0,0.0
33007,violent,11.0,2.0,0.0,0.0
33007,weapon,3.0,1.0,0.0,0.0
33009,drug,1919.0,57.0,18.0,0.0
33009,property,271.0,7.0,1.0,0.0
33009,violent,33.0,1.0,0.0,0.0
33009,weapon,3.0,1.0,0.0,0.0
33011,drug,4078.0,324.0,19.0,0.0
33011,property,1332.0,93.0,26.0,0.0
33011,violent,327.0,62.0,4.0,0.0
33011,weapon,37.0,5.0,0.0,0.0
33013,drug,1707.0,84.0,18.0,0.0
33013,property,376.0,17.0,3.0,0.0
33013,violent,55.0,2.0,1.0,0.0
33013,weapon,17.0,0.0,0.0,0.0
33015,drug,4802.0,219.0,33.0,0.0
33015,property,1321.0,51.0,13.0,0.0
33015,violent,115.0,12.0,1.0,0.0
33015,weapon,15.0,2.0,0.0,0.0
33017,drug,1643.0,111.0,15.0,0.0
33017,property,615.0,31.0,6.0,0.0
33017,violent,92.0,15.0,1.0,0.0
33017,weapon,13.0,0.0,0.0,0.0
33019,drug,417.0,3.0,3.0,0.0
33019,property,92.0,0.0,0.0,0.0
33019,violent,22.0,0.0,0.0,0.0
33019,weapon,3.0,0.0,0.0,0.0
34001,drug,3069.0,2148.0,72.0,0.0
34001,property,1253.0,659.0,23.0,0.0
34001,violent,203.0,219.0,6.0,0.0
34001,weapon,78.0,119.0,2.0,0.0
34003,drug,10944.0,3693.0,447.0,0.0
34003,property,1466.0,651.0,63.0,0.0
34003,violent,373.0,194.0,29.0,0.0
34003,weapon,154.0,76.0,10.0,0.0
34005,drug,4614.0,2928.0,87.0,0.0
34005,property,1063.0,804.0,23.0,0.0
34005,violent,193.0,249.0,8.0,0.0
34005,weapon,88.0,75.0,1.0,0.0
34007,drug,10539.0,6810.0,105.0,0.0
34007,property,1928.0,1075.0,31.0,0.0
34007,violent,519.0,681.0,8.0,0.0
34007,weapon,153.0,214.0,1.0,0.0
34009,drug,2544.0,435.0,15.0,0.0
34009,property,605.0,88.0,1.0,0.0
34009,violent,125.0,60.0,3.0,0.0
34009,weapon,58.0,10.0,0.0,0.0
34011,drug,1599.0,1437.0,0.0,0.0
34011,property,1030.0,644.0,2.0,0.0
34011,violent,152.0,170.0,0.0,0.0
34011,weapon,77.0,80.0,0.0,0.0
34013,drug,7071.0,16167.0,105.0,0.0
34013,property,698.0,1661.0,18.0,0.0
34013,violent,335.0,1538.0,6.0,0.0
34013,weapon,109.0,473.0,1.0,0.0
34015,drug,4155.0,1758.0,24.0,0.0
34015,property,993.0,365.0,8.0,0.0
34015,violent,140.0,79.0,0.0,0.0
34015,weapon,57.0,46.0,0.0,0.0
34017,drug,5097.0,4644.0,237.0,0.0
34017,property,1038.0,646.0,34.0,0.0
34017,violent,655.0,511.0,16.0,0.0
34017,weapon,172.0,154.0,10.0,0.0
34019,drug,1335.0,204.0,24.0,0.0
34019,property,159.0,22.0,5.0,0.0
34019,violent,20.0,6.0,0.0,0.0
34019,weapon,23.0,8.0,0.0,0.0
34021,drug,3438.0,3609.0,96.0,0.0
34021,property,638.0,634.0,21.0,0.0
34021,violent,163.0,305.0,3.0,0.0
34021,weapon,79.0,200.0,1.0,0.0
34023,drug,5463.0,2682.0,501.0,0.0
34023,property,1504.0,710.0,170.0,0.0
34023,violent,334.0,199.0,23.0,0.0
34023,weapon,113.0,57.0,5.0,0.0
34025,drug,9291.0,4161.0,114.0,0.0
34025,property,1634.0,811.0,29.0,0.0
34025,violent,289.0,229.0,0.0,0.0
34025,weapon,142.0,157.0,2.0,0.0
34027,drug,4818.0,954.0,96.0,0.0
34027,property,950.0,163.0,27.0,0.0
34027,violent,171.0,42.0,9.0,0.0
34027,weapon,49.0,9.0,2.0,0.0
34029,drug,7800.0,1236.0,33.0,0.0
34029,property,1547.0,192.0,5.0,0.0
34029,violent,264.0,90.0,2.0,0.0
34029,weapon,105.0,30.0,1.0,0.0
34031,drug,7443.0,3681.0,69.0,0.0
34031,property,1002.0,404.0,25.0,0.0
34031,violent,534.0,437.0,3.0,0.0
34031,weapon,170.0,126.0,5.0,0.0
34033,drug,837.0,843.0,0.0,0.0
34033,property,241.0,127.0,5.0,0.0
34033,violent,22.0,42.0,0.0,0.0
34033,weapon,12.0,19.0,0.0,0.0
34035,drug,1890.0,834.0,72.0,0.0
34035,property,507.0,337.0,24.0,0.0
34035,violent,52.0,41.0,1.0,0.0
34035,weapon,27.0,27.0,0.0,0.0
34037,drug,1305.0,90.0,9.0,0.0
34037,property,356.0,27.0,1.0,0.0
34037,violent,54.0,6.0,1.0,0.0
34037,weapon,17.0,2.0,0.0,0.0
34039,drug,4605.0,4941.0,120.0,0.0
34039,property,566.0,805.0,8.0,0.0
34039,violent,267.0,399.0,5.0,0.0
34039,weapon,67.0,196.0,0.0,0.0
34041,drug,882.0,195.0,21.0,0.0
34041,property,323.0,61.0,8.0,0.0
34041,violent,42.0,5.0,0.0,0.0
34041,weapon,30.0,3.0,0.0,0.0
35001,drug,5037.0,459.0,27.0,0.0
35001,property,4710.0,321.0,18.0,0.0
35001,violent,1560.0,164.0,5.0,0.0
35001,weapon,107.0,11.0,0.0,0.0
35005,drug,1419.0,93.0,3.0,0.0
35005,property,608.0,19.0,1.0,0.0
35005,violent,122.0,9.0,0.0,0.0
35005,weapon,69.0,2.0,0.0,0.0
35006,drug,9.0,0.0,0.0,0.0
35006,property,4.0,0.0,0.0,0.0
35006,violent,4.0,0.0,0.0,0.0
35007,drug,90.0,0.0,0.0,0.0
35007,property,20.0,0.0,0.0,0.0
35007,violent,3.0,0.0,0.0,0.0
35007,weapon,3.0,0.0,0.0,0.0
35009,drug,378.0,63.0,0.0,0.0
35009,property,372.0,52.0,3.0,0.0
35009,violent,55.0,14.0,1.0,0.0
35009,weapon,1.0,0.0,0.0,0.0
35011,drug,3.0,0.0,0.0,0.0
35011,property,4.0,0.0,0.0,0.0
35011,violent,4.0,0.0,0.0,0.0
35011,weapon,1.0,0.0,0.0,0.0
35013,drug,2775.0,108.0,3.0,0.0
35013,property,927.0,41.0,3.0,0.0
35013,violent,220.0,10.0,2.0,0.0
35013,weapon,99.0,4.0,0.0,0.0
35015,drug,204.0,12.0,0.0,0.0
35015,property,167.0,6.0,0.0,0.0
35015,violent,80.0,4.0,0.0,0.0
35015,weapon,12.0,2.0,0.0,0.0
35017,drug,213.0,6.0,0.0,0.0
35017,property,148.0,2.0,0.0,0.0
35017,violent,19.0,1.0,0.0,0.0
35017,weapon,13.0,0.0,0.0,0.0
35019,drug,45.0,0.0,0.0,0.0
35019,property,5.0,1.0,0.0,0.0
35019,violent,14.0,0.0,0.0,0.0
35023,drug,69.0,3.0,0.0,0.0
35023,property,13.0,0.0,0.0,0.0
35023,violent,5.0,0.0,0.0,0.0
35023,weapon,3.0,0.0,0.0,0.0
35025,drug,609.0,81.0,0.0,0.0
35025,property,292.0,38.0,0.0,0.0
35025,violent,85.0,10.0,1.0,0.0
35025,weapon,42.0,7.0,0.0,0.0
35027,drug,81.0,3.0,0.0,0.0
35027,property,23.0,0.0,0.0,0.0
35027,violent,10.0,0.0,0.0,0.0
35027,weapon,2.0,0.0,0.0,0.0
35028,drug,57.0,0.0,0.0,0.0
35028,property,12.0,1.0,0.0,0.0
35028,violent,24.0,1.0,0.0,0.0
35028,weapon,3.0,1.0,0.0,0.0
35029,drug,159.0,15.0,0.0,0.0
35029,property,166.0,3.0,1.0,0.0
35029,violent,49.0,2.0,0.0,0.0
35029,weapon,3.0,0.0,0.0,0.0
35031,drug,39.0,3.0,0.0,0.0
35031,property,59.0,4.0,0.0,0.0
35031,violent,21.0,6.0,0.0,0.0
35031,weapon,2.0,0.0,0.0,0.0
35033,drug,18.0,0.0,0.0,0.0
35033,property,2.0,0.0,0.0,0.0
35033,violent,4.0,0.0,0.0,0.0
35035,drug,555.0,60.0,0.0,0.0
35035,property,273.0,23.0,0.0,0.0
35035,violent,95.0,15.0,0.0,0.0
35035,weapon,22.0,0.0,0.0,0.0
35037,drug,6.0,0.0,0.0,0.0
35037,property,10.0,0.0,0.0,0.0
35037,violent,9.0,2.0,0.0,0.0
35039,drug,645.0,15.0,0.0,0.0
35039,property,262.0,1.0,0.0,0.0
35039,violent,90.0,1.0,0.0,0.0
35039,weapon,11.0,0.0,0.0,0.0
35041,drug,36.0,9.0,0.0,0.0
35041,property,34.0,2.0,0.0,0.0
35041,violent,6.0,1.0,1.0,0.0
35043,drug,1179.0,39.0,0.0,0.0
35043,property,225.0,10.0,1.0,0.0
35043,violent,141.0,15.0,1.0,0.0
35043,weapon,46.0,2.0,0.0,0.0
35045,drug,1317.0,81.0,18.0,0.0
35045,property,292.0,18.0,6.0,0.0
35045,violent,169.0,8.0,1.0,0.0
35045,weapon,25.0,0.0,0.0,0.0
35047,drug,36.0,0.0,0.0,0.0
35047,property,62.0,2.0,0.0,0.0
35047,violent,63.0,1.0,0.0,0.0
35047,weapon,7.0,0.0,0.0,0.0
35049,drug,957.0,18.0,3.0,0.0
35049,property,639.0,12.0,3.0,0.0
35049,violent,94.0,1.0,0.0,0.0
35049,weapon,23.0,2.0,0.0,0.0
35051,drug,30.0,0.0,0.0,0.0
35051,property,4.0,0.0,0.0,0.0
35051,violent,10.0,0.0,0.0,0.0
35051,weapon,6.0,0.0,0.0,0.0
35053,drug,207.0,3.0,0.0,0.0
35053,property,110.0,0.0,0.0,0.0
35053,violent,26.0,4.0,0.0,0.0
35053,weapon,1.0,0.0,0.0,0.0
35055,drug,192.0,6.0,0.0,0.0
35055,property,130.0,2.0,0.0,0.0
35055,violent,55.0,1.0,1.0,0.0
35055,weapon,9.0,0.0,0.0,0.0
35057,drug,78.0,3.0,0.0,0.0
35057,property,12.0,1.0,0.0,0.0
35057,violent,25.0,0.0,0.0,0.0
35059,drug,36.0,3.0,0.0,0.0
35059,property,3.0,0.0,0.0,0.0
35061,drug,429.0,6.0,0.0,0.0
35061,property,173.0,6.0,1.0,0.0
35061,violent,275.0,8.0,0.0,0.0
35061,weapon,8.0,0.0,0.0,0.0
36001,drug,3750.0,1950.0,84.0,0.0
36001,property,1201.0,911.0,46.0,0.0
36001,violent,144.0,263.0,0.0,0.0
36001,weapon,68.0,43.0,1.0,0.0
36003,drug,741.0,75.0,6.0,0.0
36003,property,162.0,9.0,0.0,0.0
36003,violent,47.0,1.0,0.0,0.0
36003,weapon,15.0,0.0,0.0,0.0
36005,drug,3.0,0.0,0.0,0.0
36007,drug,2992.0,891.0,84.0,0.0
36007,property,1555.0,545.0,23.0,0.0
36007,violent,144.0,145.0,3.0,0.0
36007,weapon,40.0,23.0,0.0,0.0
36009,drug,1074.0,168.0,9.0,0.0
36009,property,438.0,26.0,1.0,0.0
36009,violent,76.0,6.0,0.0,0.0
36009,weapon,22.0,2.0,0.0,0.0
36011,drug,1092.0,159.0,3.0,0.0
36011,property,326.0,56.0,0.0,0.0
36011,violent,39.0,14.0,0.0,0.0
36011,weapon,22.0,6.0,0.0,0.0
36013,drug,2602.0,447.0,3.0,0.0
36013,property,746.0,90.0,1.0,0.0
36013,violent,124.0,33.0,1.0,0.0
36013,weapon,44.0,10.0,0.0,0.0
36015,drug,1824.0,648.0,0.0,0.0
36015,property,621.0,201.0,0.0,0.0
36015,violent,55.0,41.0,0.0,0.0
36015,weapon,20.0,19.0,0.0,0.0
36017,drug,696.0,72.0,0.0,0.0
36017,property,266.0,18.0,0.0,0.0
36017,violent,29.0,1.0,0.0,0.0
36017,weapon,12.0,1.0,1.0,0.0
36019,drug,1389.0,216.0,12.0,0.0
36019,property,589.0,43.0,2.0,0.0
36019,violent,37.0,8.0,0.0,0.0
36019,weapon,38.0,13.0,0.0,0.0
36021,drug,1401.0,372.0,15.0,0.0
36021,property,180.0,51.0,0.0,0.0
36021,violent,16.0,10.0,0.0,0.0
36021,weapon,8.0,11.0,0.0,0.0
36023,drug,720.0,150.0,6.0,0.0
36023,property,255.0,18.0,0.0,0.0
36023,violent,22.0,9.0,0.0,0.0
36023,weapon,21.0,5.0,0.0,0.0
36025,drug,723.0,108.0,6.0,0.0
36025,property,246.0,5.0,0.0,0.0
36025,violent,32.0,7.0,0.0,0.0
36025,weapon,5.0,2.0,0.0,0.0
36027,drug,3447.0,935.0,9.0,0.0
36027,property,768.0,314.0,3.0,0.0
36027,violent,143.0,110.0,1.0,0.0
36027,weapon,28.0,24.0,0.0,0.0
36029,drug,14313.0,9261.0,84.0,0.0
36029,property,3782.0,2808.0,56.0,0.0
36029,violent,691.0,1214.0,11.0,0.0
36029,weapon,151.0,276.0,5.0,0.0
36031,drug,705.0,42.0,3.0,0.0
36031,property,101.0,0.0,0.0,0.0
36031,violent,40.0,1.0,0.0,0.0
36031,weapon,11.0,0.0,0.0,0.0
36033,drug,987.0,63.0,6.0,0.0
36033,property,245.0,1.0,2.0,0.0
36033,violent,30.0,2.0,0.0,0.0
36033,weapon,12.0,1.0,0.0,0.0
36035,drug,783.0,105.0,3.0,0.0
36035,property,439.0,25.0,3.0,0.0
36035,violent,43.0,7.0,0.0,0.0
36035,weapon,5.0,2.0,0.0,0.0
36037,drug,789.0,123.0,0.0,0.0
36037,property,285.0,56.0,0.0,0.0
36037,violent,43.0,14.0,0.0,0.0
36037,weapon,13.0,2.0,0.0,0.0
36039,drug,1335.0,186.0,3.0,0.0
36039,property,194.0,22.0,0.0,0.0
36039,violent,48.0,10.0,0.0,0.0
36039,weapon,12.0,2.0,0.0,0.0
36041,drug,132.0,3.0,0.0,0.0
36041,property,22.0,0.0,0.0,0.0
36041,violent,1.0,0.0,0.0,0.0
36041,weapon,5.0,0.0,0.0,0.0
36043,drug,621.0,84.0,12.0,0.0
36043,property,252.0,26.0,3.0,0.0
36043,violent,60.0,7.0,0.0,0.0
36043,weapon,12.0,0.0,0.0,0.0
36045,drug,1050.0,198.0,9.0,0.0
36045,property,630.0,65.0,3.0,0.0
36045,violent,50.0,19.0,0.0,0.0
36045,weapon,33.0,7.0,0.0,0.0
36049,drug,228.0,12.0,0.0,0.0
36049,property,54.0,1.0,0.0,0.0
36049,violent,18.0,0.0,0.0,0.0
36049,weapon,3.0,0.0,0.0,0.0
36051,drug,1317.0,144.0,15.0,0.0
36051,property,231.0,18.0,0.0,0.0
36051,violent,36.0,5.0,0.0,0.0
36051,weapon,12.0,3.0,0.0,0.0
36053,drug,1064.0,159.0,12.0,0.0
36053,property,349.0,24.0,0.0,0.0
36053,violent,46.0,1.0,0.0,0.0
36053,weapon,10.0,2.0,0.0,0.0
36055,drug,3956.0,3553.0,56.0,0.0
36055,property,2298.0,2029.0,33.0,0.0
36055,violent,328.0,685.0,4.0,0.0
36055,weapon,68.0,179.0,3.0,0.0
36057,drug,822.0,132.0,0.0,0.0
36057,property,371.0,25.0,2.0,0.0
36057,violent,27.0,1.0,0.0,0.0
36057,weapon,13.0,1.0,0.0,0.0
36059,drug,7842.0,3312.0,204.0,0.0
36059,property,2183.0,1795.0,136.0,0.0
36059,violent,621.0,699.0,26.0,0.0
36059,weapon,147.0,141.0,3.0,0.0
36061,drug,126.0,57.0,6.0,0.0
36061,property,31.0,59.0,1.0,0.0
36061,violent,19.0,36.0,0.0,0.0
36061,weapon,3.0,2.0,0.0,0.0
36063,drug,1658.0,932.0,9.0,0.0
36063,property,884.0,359.0,2.0,0.0
36063,violent,152.0,190.0,1.0,0.0
36063,weapon,30.0,22.0,1.0,0.0
36065,drug,2821.0,949.0,28.0,0.0
36065,property,1279.0,499.0,13.0,0.0
36065,violent,175.0,131.0,4.0,0.0
36065,weapon,50.0,44.0,1.0,0.0
36067,drug,5379.0,6234.0,48.0,0.0
36067,property,2236.0,1582.0,19.0,0.0
36067,violent,356.0,579.0,10.0,0.0
36067,weapon,79.0,121.0,3.0,0.0
36069,drug,1473.0,207.0,3.0,0.0
36069,property,496.0,98.0,7.0,0.0
36069,violent,46.0,23.0,0.0,0.0
36069,weapon,19.0,5.0,0.0,0.0
36071,drug,8377.0,2499.0,33.0,0.0
36071,property,1655.0,624.0,10.0,0.0
36071,violent,282.0,156.0,1.0,0.0
36071,weapon,114.0,41.0,1.0,0.0
36073,drug,556.0,276.0,6.0,0.0
36073,property,150.0,34.0,0.0,0.0
36073,violent,28.0,12.0,0.0,0.0
36073,weapon,8.0,0.0,0.0,0.0
36075,drug,1897.0,90.0,6.0,0.0
36075,property,729.0,32.0,0.0,0.0
36075,violent,99.0,7.0,0.0,0.0
36075,weapon,25.0,3.0,1.0,0.0
36077,drug,837.0,156.0,6.0,0.0
36077,property,253.0,50.0,2.0,0.0
36077,violent,42.0,7.0,0.0,0.0
36077,weapon,11.0,0.0,0.0,0.0
36079,drug,1329.0,81.0,9.0,0.0
36079,property,130.0,10.0,0.0,0.0
36079,violent,34.0,1.0,0.0,0.0
36079,weapon,6.0,2.0,0.0,0.0
36083,drug,2304.0,807.0,18.0,0.0
36083,property,572.0,249.0,6.0,0.0
36083,violent,130.0,137.0,0.0,0.0
36083,weapon,25.0,29.0,0.0,0.0
36087,drug,3087.0,2136.0,60.0,0.0
36087,property,545.0,327.0,12.0,0.0
36087,violent,145.0,121.0,0.0,0.0
36087,weapon,31.0,23.0,1.0,0.0
36089,drug,1333.0,102.0,15.0,0.0
36089,property,439.0,10.0,0.0,0.0
36089,violent,47.0,8.0,0.0,0.0
36089,weapon,28.0,3.0,0.0,0.0
36091,drug,2817.0,282.0,12.0,0.0
36091,property,743.0,72.0,5.0,0.0
36091,violent,87.0,14.0,1.0,0.0
36091,weapon,21.0,1.0,0.0,0.0
36093,drug,1225.0,1068.0,90.0,0.0
36093,property,718.0,371.0,8.0,0.0
36093,violent,120.0,137.0,2.0,0.0
36093,weapon,19.0,15.0,3.0,0.0
36095,drug,600.0,33.0,3.0,0.0
36095,property,107.0,13.0,0.0,0.0
36095,violent,9.0,0.0,0.0,0.0
36095,weapon,6.0,0.0,0.0,0.0
36097,drug,141.0,9.0,0.0,0.0
36097,property,86.0,11.0,0.0,0.0
36097,violent,7.0,0.0,0.0,0.0
36097,weapon,4.0,1.0,0.0,0.0
36099,drug,609.0,78.0,3.0,0.0
36099,property,167.0,27.0,1.0,0.0
36099,violent,26.0,2.0,0.0,0.0
36099,weapon,12.0,4.0,0.0,0.0
36101,drug,1184.0,207.0,3.0,0.0
36101,property,417.0,28.0,1.0,0.0
36101,violent,55.0,2.0,0.0,0.0
36101,weapon,28.0,4.0,0.0,0.0
36103,drug,16800.0,7596.0,123.0,0.0
36103,property,4408.0,1444.0,36.0,0.0
36103,violent,678.0,404.0,8.0,0.0
36103,weapon,211.0,175.0,1.0,0.0
36105,drug,1602.0,456.0,21.0,0.0
36105,property,437.0,152.0,4.0,0.0
36105,violent,55.0,33.0,1.0,0.0
36105,weapon,16.0,6.0,0.0,0.0
36107,drug,588.0,33.0,0.0,0.0
36107,property,96.0,6.0,0.0,0.0
36107,violent,23.0,0.0,0.0,0.0
36107,weapon,5.0,0.0,0.0,0.0
36109,drug,1347.0,198.0,114.0,0.0
36109,property,276.0,61.0,16.0,0.0
36109,violent,27.0,18.0,2.0,0.0
36109,weapon,16.0,4.0,0.0,0.0
36111,drug,4158.0,1038.0,51.0,0.0
36111,property,735.0,143.0,3.0,0.0
36111,violent,128.0,75.0,0.0,0.0
36111,weapon,39.0,28.0,0.0,0.0
36113,drug,1258.0,168.0,9.0,0.0
36113,property,406.0,18.0,0.0,0.0
36113,violent,26.0,3.0,0.0,0.0
